<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","edad_m1","g_edad_fall_les","estado_implicado","tipo_vehi","color_vehi","casusa_acc"
3613,28,"Julio","Sábado",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","19","Mayor","15-19","Fallecido","Pick up","Blanco","Choque"
3614,28,"Julio","Sábado",5,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Camioneta","Azul","Colisiono"
3615,28,"Julio","Sábado",0,"San Marcos","San Marcos","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Pick up","Verde","Choque"
3616,28,"Julio","Sábado",0,"San Marcos","San Marcos","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Pick up","Verde","Choque"
3617,29,"Julio","Domingo",20,"Guatemala","San José del Golfo","Urbano","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Vuelco"
3618,29,"Julio","Domingo",8,"Guatemala","Guatemala","Urbano","13","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
3619,29,"Julio","Domingo",20,"Guatemala","Guatemala","Urbano","9","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
3620,29,"Julio","Domingo",20,"Guatemala","Guatemala","Urbano","9","Mujer","25","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
3621,29,"Julio","Domingo",20,"Guatemala","Villa Nueva","Urbano","4","Mujer","35","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
3622,29,"Julio","Domingo",20,"Guatemala","Villa Nueva","Urbano","4","Mujer","35","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
3623,29,"Julio","Domingo",20,"Guatemala","Villa Nueva","Urbano","4","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
3624,29,"Julio","Domingo",20,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","27","Mayor","25-29","Fallecido","Motocicleta","Rojo","Colisiono"
3625,29,"Julio","Domingo",21,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Pick up","Verde","Choque"
3626,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Automovil","Azul","Colisiono"
3627,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Hombre","62","Mayor","55 y más","Lesionado","Automovil","Azul","Colisiono"
3628,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","46","Mayor","45-49","Lesionado","Pick up","Gris","Colisiono"
3629,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
3630,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
3631,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
3632,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
3633,29,"Julio","Domingo",15,"Petén","Poptún","Rural","Ignorado","Hombre","51","Mayor","50-54","Lesionado","Pick up","Gris","Colisiono"
3634,29,"Julio","Domingo",8,"Petén","Poptún","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
3635,29,"Julio","Domingo",8,"Petén","Poptún","Rural","Ignorado","Hombre","15","Menor","15-19","Lesionado","Motocicleta","Negro","Colisiono"
3636,29,"Julio","Domingo",8,"Petén","Poptún","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Colisiono"
3637,29,"Julio","Domingo",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Lesionado","Pick up","Rojo","Choque"
3638,29,"Julio","Domingo",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","36","Mayor","35-39","Lesionado","Pick up","Rojo","Choque"
3639,29,"Julio","Domingo",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","16","Menor","15-19","Lesionado","Pick up","Rojo","Choque"
3640,29,"Julio","Domingo",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Mujer","14","Menor","Menosr de 15","Lesionado","Pick up","Rojo","Choque"
3641,29,"Julio","Domingo",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Mujer","10","Menor","Menosr de 15","Lesionado","Pick up","Rojo","Choque"
3642,29,"Julio","Domingo",17,"Quiché","Chichicastenango","Urbano","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Automovil","Ignorado","Choque"
3643,29,"Julio","Domingo",17,"Quiché","Chichicastenango","Urbano","Ignorado","Hombre","14","Menor","Menosr de 15","Lesionado","Automovil","Ignorado","Choque"
3644,29,"Julio","Domingo",17,"Quiché","Chichicastenango","Urbano","Ignorado","Mujer","87","Mayor","55 y más","Lesionado","Automovil","Ignorado","Choque"
3645,29,"Julio","Domingo",17,"Quiché","Chichicastenango","Urbano","Ignorado","Mujer","59","Mayor","55 y más","Lesionado","Automovil","Ignorado","Choque"
3646,29,"Julio","Domingo",17,"Quiché","Chichicastenango","Urbano","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Automovil","Ignorado","Choque"
3647,30,"Julio","Lunes",21,"Quetzaltenango","Quetzaltenango","Urbano","7","Hombre","43","Mayor","40-44","Fallecido","Motocicleta","Rojo","Vuelco"
3648,30,"Julio","Lunes",6,"Huehuetenango","Santa Cruz Barillas","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Pick up","Negro","Vuelco"
3649,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Automovil","Azul","Colisiono"
3650,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Hombre","62","Mayor","55 y más","Lesionado","Automovil","Azul","Colisiono"
3651,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Mujer","46","Mayor","45-49","Lesionado","Pick up","Gris","Colisiono"
3652,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
3653,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Mujer","17","Menor","15-19","Lesionado","Pick up","Gris","Colisiono"
3654,29,"Julio","Domingo",15,"Petén","Poptún","Urbano","Ignorado","Mujer","34","Mayor","30-34","Lesionado","Pick up","Gris","Colisiono"
3655,30,"Julio","Lunes",18,"Quiché","Santa Cruz del Quiché","Urbano","3","Hombre","11","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
3656,30,"Julio","Lunes",18,"Quiché","Santa Cruz del Quiché","Urbano","3","Hombre","74","Mayor","55 y más","Lesionado","Pick up","Gris","Choque"
3657,30,"Julio","Lunes",15,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","54","Mayor","50-54","Fallecido","Automovil","Corinto","Choque"
3658,31,"Julio","Martes",12,"Guatemala","Guatemala","Urbano","11","Hombre","31","Mayor","30-34","Lesionado","Motocicleta","Ignorado","Ignorado"
3659,31,"Julio","Martes",19,"Chiquimula","Chiquimula","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
3660,31,"Julio","Martes",20,"Escuintla","Siquinalá","Rural","Ignorado","Mujer","27","Mayor","25-29","Lesionado","Motocicleta","Rojo","Ignorado"
3661,31,"Julio","Martes",20,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Motocicleta","Rojo","Ignorado"
3662,31,"Julio","Martes",13,"Huehuetenango","La Libertad","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Pick up","Beige","Ignorado"
3663,31,"Julio","Martes",13,"Huehuetenango","La Libertad","Rural","Ignorado","Hombre","78","Mayor","55 y más","Lesionado","Pick up","Beige","Ignorado"
3664,31,"Julio","Martes",13,"Huehuetenango","La Libertad","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Pick up","Beige","Ignorado"
3665,1,"Agosto","Miercoles",11,"Guatemala","Guatemala","Urbano","9","Hombre","54","Mayor","50-54","Lesionado","Motocicleta","Gris","Colisiono"
3666,1,"Agosto","Miercoles",17,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
3667,1,"Agosto","Miercoles",11,"Guatemala","Villa Nueva","Urbano","5","Mujer","21","Mayor","20-24","Lesionado","Motocicleta","Gris","Colisiono"
3668,1,"Agosto","Miercoles",12,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","52","Mayor","50-54","Fallecido","Camión","Azul","Vuelco"
3669,1,"Agosto","Miercoles",12,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","45","Mayor","45-49","Fallecido","Camión","Azul","Vuelco"
3670,1,"Agosto","Miercoles",4,"Retalhuleu","El Asintal","Rural","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Bus extraurbano","Ignorado","Colisiono"
3671,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","51","Mayor","50-54","Lesionado","Pick up","Blanco","Vuelco"
3672,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Pick up","Blanco","Vuelco"
3673,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Pick up","Blanco","Vuelco"
3674,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Pick up","Blanco","Vuelco"
3675,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","29","Mayor","25-29","Lesionado","Pick up","Blanco","Vuelco"
3676,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","42","Mayor","40-44","Lesionado","Pick up","Blanco","Vuelco"
3677,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Pick up","Blanco","Vuelco"
3678,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Pick up","Blanco","Vuelco"
3679,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
3680,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Vuelco"
3681,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Pick up","Blanco","Vuelco"
3682,1,"Agosto","Miercoles",8,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","65","Mayor","55 y más","Lesionado","Pick up","Blanco","Vuelco"
3683,1,"Agosto","Miercoles",23,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","21","Mayor","20-24","Fallecido","Motocicleta","Rojo","Choque"
3684,1,"Agosto","Miercoles",23,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Rojo","Choque"
3685,1,"Agosto","Miercoles",14,"Petén","Flores","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Pick up","Gris","Colisiono"
3686,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Lesionado","Pick up","Azul","Vuelco"
3687,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","30","Mayor","30-34","Lesionado","Pick up","Azul","Vuelco"
3688,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Pick up","Azul","Vuelco"
3689,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","49","Mayor","45-49","Lesionado","Pick up","Azul","Vuelco"
3690,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","9","Menor","Menosr de 15","Lesionado","Pick up","Azul","Vuelco"
3691,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","11","Menor","Menosr de 15","Lesionado","Pick up","Azul","Vuelco"
3692,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Pick up","Azul","Vuelco"
3693,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","57","Mayor","55 y más","Lesionado","Pick up","Azul","Vuelco"
3694,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","3","Menor","Menosr de 15","Lesionado","Pick up","Azul","Vuelco"
3695,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","8","Menor","Menosr de 15","Lesionado","Pick up","Azul","Vuelco"
3696,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Pick up","Azul","Vuelco"
3697,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Pick up","Azul","Vuelco"
3698,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Hombre","54","Mayor","50-54","Lesionado","Pick up","Azul","Vuelco"
3699,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Pick up","Azul","Vuelco"
3700,1,"Agosto","Miercoles",14,"Quiché","Uspantán","Rural","Ignorado","Mujer","40","Mayor","40-44","Lesionado","Pick up","Azul","Vuelco"
3701,2,"Agosto","Jueves",15,"Guatemala","Guatemala","Urbano","11","Mujer","18","Mayor","15-19","Lesionado","Motocicleta","Gris","Colisiono"
3702,2,"Agosto","Jueves",23,"Guatemala","Guatemala","Urbano","21","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Azul","Vuelco"
3703,2,"Agosto","Jueves",6,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Automovil","Verde","Colisiono"
3704,2,"Agosto","Jueves",6,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Automovil","Verde","Colisiono"
3705,2,"Agosto","Jueves",6,"Guatemala","Villa Nueva","Rural","Ignorado","Mujer","56","Mayor","55 y más","Lesionado","Automovil","Verde","Colisiono"
3706,2,"Agosto","Jueves",6,"Guatemala","Villa Nueva","Rural","Ignorado","Mujer","80","Mayor","55 y más","Lesionado","Automovil","Verde","Colisiono"
3707,2,"Agosto","Jueves",23,"Guatemala","Chuarrancho","Rural","Ignorado","Hombre","22","Mayor","20-24","Fallecido","Motocicleta","Negro","Vuelco"
3708,2,"Agosto","Jueves",11,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","62","Mayor","55 y más","Fallecido","Pick up","Azul","Colisiono"
3709,2,"Agosto","Jueves",11,"Jutiapa","San José Acatempa","Rural","Ignorado","Mujer","42","Mayor","40-44","Lesionado","Pick up","Azul","Colisiono"
3710,2,"Agosto","Jueves",11,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","55","Mayor","55 y más","Lesionado","Pick up","Azul","Colisiono"
3711,2,"Agosto","Jueves",23,"Jutiapa","Jutiapa","Urbano","Ignorado","Hombre","33","Mayor","30-34","Lesionado","Automovil","Beige","Vuelco"
3712,2,"Agosto","Jueves",7,"Chiquimula","Chiquimula","Rural","Ignorado","Mujer","36","Mayor","35-39","Lesionado","Pick up","Verde","Vuelco"
3713,2,"Agosto","Jueves",7,"Chiquimula","Chiquimula","Rural","Ignorado","Mujer","4","Menor","Menosr de 15","Lesionado","Pick up","Verde","Vuelco"
3714,2,"Agosto","Jueves",7,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","5","Menor","Menosr de 15","Lesionado","Pick up","Verde","Vuelco"
3715,2,"Agosto","Jueves",7,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Pick up","Verde","Vuelco"
3716,2,"Agosto","Jueves",7,"Chiquimula","Chiquimula","Rural","Ignorado","Mujer","27","Mayor","25-29","Lesionado","Pick up","Verde","Vuelco"
3717,2,"Agosto","Jueves",19,"Huehuetenango","Huehuetenango","Urbano","4","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
3718,3,"Agosto","Viernes",22,"Guatemala","Guatemala","Urbano","6","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Rojo","Colisiono"
3719,3,"Agosto","Viernes",16,"Alta Verapaz","Raxruhá","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Automovil","Rojo","Colisiono"
3720,3,"Agosto","Viernes",23,"Izabal","Morales","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Pick up","Blanco","Colisiono"
3721,3,"Agosto","Viernes",3,"Solola","Sololá","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Pick up","Verde","Vuelco"
3722,4,"Agosto","Sábado",20,"Guatemala","Palencia","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Mototaxi","Rojo","Colisiono"
3723,4,"Agosto","Sábado",20,"Guatemala","Palencia","Rural","Ignorado","Hombre","3","Menor","Menosr de 15","Lesionado","Mototaxi","Rojo","Colisiono"
3724,4,"Agosto","Sábado",20,"Guatemala","Palencia","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
3725,4,"Agosto","Sábado",5,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Automovil","Ignorado","Choque"
3726,4,"Agosto","Sábado",18,"Guatemala","Petapa","Urbano","Ignorado","Hombre","34","Mayor","30-34","Lesionado","Motocicleta","Blanco","Choque"
3727,4,"Agosto","Sábado",18,"Guatemala","Petapa","Urbano","Ignorado","Mujer","34","Mayor","30-34","Lesionado","Motocicleta","Blanco","Choque"
3728,4,"Agosto","Sábado",14,"Jutiapa","Agua Blanca","Rural","Ignorado","Mujer","53","Mayor","50-54","Lesionado","Pick up","Rojo","Choque"
3729,4,"Agosto","Sábado",14,"Jutiapa","Agua Blanca","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Pick up","Rojo","Choque"
3730,4,"Agosto","Sábado",22,"Zacapa","Zacapa","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Vuelco"
3731,4,"Agosto","Sábado",22,"Zacapa","Zacapa","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Vuelco"
3732,4,"Agosto","Sábado",0,"Retalhuleu","Nuevo San Carlos","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Vuelco"
3733,4,"Agosto","Sábado",14,"San Marcos","Malacatán","Urbano","1","Hombre","18","Mayor","15-19","Lesionado","Mototaxi","Rojo","Colisiono"
3734,4,"Agosto","Sábado",14,"San Marcos","Ocós","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Pick up","Negro","Vuelco"
3735,4,"Agosto","Sábado",14,"San Marcos","Ocós","Rural","Ignorado","Hombre","44","Mayor","40-44","Lesionado","Pick up","Negro","Vuelco"
3736,5,"Agosto","Domingo",5,"Guatemala","Guatemala","Urbano","9","Hombre","49","Mayor","45-49","Lesionado","Taxi","Blanco","Colisiono"
3737,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","18","Mujer","17","Menor","15-19","Lesionado","Ignorado","Ignorado","Vuelco"
3738,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","18","Hombre","2","Menor","Menosr de 15","Lesionado","Ignorado","Ignorado","Vuelco"
3739,5,"Agosto","Domingo",13,"Guatemala","San José Pinula","Rural","Ignorado","Mujer","21","Mayor","20-24","Lesionado","Camioneta","Verde","Choque"
3740,5,"Agosto","Domingo",13,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","11","Menor","Menosr de 15","Fallecido","Camioneta","Verde","Choque"
3741,5,"Agosto","Domingo",13,"Guatemala","San José Pinula","Rural","Ignorado","Mujer","49","Mayor","45-49","Lesionado","Camioneta","Verde","Choque"
3742,5,"Agosto","Domingo",13,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Camioneta","Verde","Choque"
3743,5,"Agosto","Domingo",6,"Guatemala","Guatemala","Urbano","10","Hombre","28","Mayor","25-29","Fallecido","Automovil","Ignorado","Choque"
3744,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","12","Mujer","23","Mayor","20-24","Lesionado","Jeep","Blanco","Colisiono"
3745,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","12","Hombre","23","Mayor","20-24","Lesionado","Jeep","Blanco","Colisiono"
3746,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","12","Hombre","28","Mayor","25-29","Lesionado","Jeep","Blanco","Colisiono"
3747,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","12","Mujer","4","Menor","Menosr de 15","Lesionado","Jeep","Blanco","Colisiono"
3748,5,"Agosto","Domingo",15,"Guatemala","Guatemala","Urbano","12","Mujer","7","Menor","Menosr de 15","Lesionado","Jeep","Blanco","Colisiono"
3749,5,"Agosto","Domingo",2,"Guatemala","Amatitlán","Urbano","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Camioneta","Blanco","Vuelco"
3750,5,"Agosto","Domingo",2,"Guatemala","Amatitlán","Urbano","Ignorado","Hombre","31","Mayor","30-34","Lesionado","Camioneta","Blanco","Vuelco"
