"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
786,28,"Marzo","Miercoles",21,"Chiquimula","Esquipulas","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","Vuelco"
787,28,"Marzo","Miercoles",15,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Colisión"
788,28,"Marzo","Miercoles",18,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Microbus","Blanco","Colisión"
789,29,"Marzo","Jueves",4,"Guatemala","Guatemala","Urbano","13","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Vuelco"
790,29,"Marzo","Jueves",23,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","47","45-49","Mayor","Bajo efectos de alcohol","Ignorado","Ignorado","Vuelco"
791,29,"Marzo","Jueves",17,"Huehuetenango","Santa Ana Huista","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Vuelco"
792,29,"Marzo","Jueves",20,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Automovil","Gris","Colisión"
793,29,"Marzo","Jueves",8,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Normal","Bus urbano","Azul","Colisión"
794,29,"Marzo","Jueves",8,"San Marcos","San Marcos","Rural","Ignorado","Hombre","28","25-29","Mayor","Bajo efectos de alcohol","Pick up","Negro","Colisión"
795,29,"Marzo","Jueves",12,"Quiché","Santa Cruz del Quiché","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Verde","Colisión"
796,30,"Marzo","Viernes",8,"Guatemala","Guatemala","Urbano","7","Hombre","24","20-24","Mayor","Normal","Automovil","Ignorado","Colisión"
797,30,"Marzo","Viernes",22,"Guatemala","Mixco","Urbano","6","Hombre","22","20-24","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
798,30,"Marzo","Viernes",23,"Jalapa","San Manuel Chaparrón","Rural","Ignorado","Hombre","49","45-49","Mayor","Normal","Motocicleta","Negro","Choque"
799,30,"Marzo","Viernes",11,"Zacapa","Teculután","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Microbus","Blanco","Colisión"
800,30,"Marzo","Viernes",8,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Motocicleta","Ignorado","Vuelco"
801,30,"Marzo","Viernes",16,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Cabezal","Blanco","Colisión"
802,30,"Marzo","Viernes",16,"Quetzaltenango","Coatepeque","Urbano","1","Hombre","55","55 y más","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Colisión"
803,30,"Marzo","Viernes",17,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","28","25-29","Mayor","Bajo efectos de alcohol","Automovil","Rojo","Colisión"
804,30,"Marzo","Viernes",19,"Petén","Flores","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Motocicleta","Blanco","Choque"
805,30,"Marzo","Viernes",20,"Quiché","Santa Cruz del Quiché","Urbano","4","Hombre","28","25-29","Mayor","Normal","Motocicleta","Rojo","Choque"
806,30,"Marzo","Viernes",21,"Quiché","Joyabaj","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Pick up","Beige","Choque"
807,31,"Marzo","Sabado",12,"Guatemala","Mixco","Urbano","6","Hombre","16","15-19","Menor","Normal","Motocicleta","Rojo","Choque"
808,31,"Marzo","Sabado",13,"Zacapa","Gualán","Urbano","6","Hombre","33","30-34","Mayor","Ignorado","Camion","Blanco","Colisión"
809,31,"Marzo","Sabado",20,"Escuintla","Palín","Rural","Ignorado","Hombre","51","50-54","Mayor","Bajo efectos de alcohol","Cabezal","Ignorado","Colisión"
810,31,"Marzo","Sabado",21,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Microbus","Ignorado","Colisión"
811,31,"Marzo","Sabado",15,"Escuintla","Escuintla","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Cabezal","Ignorado","Colisión"
812,31,"Marzo","Sabado",19,"Retalhuleu","Retalhuleu","Urbano","4","Hombre","34","30-34","Mayor","Normal","Pick up","Ignorado","Choque"
813,31,"Marzo","Sabado",1,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","23","20-24","Mayor","Bajo efectos de alcohol","Automovil","Gris","Choque"
814,31,"Marzo","Sabado",17,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Automovil","Blanco","Choque"
815,31,"Marzo","Sabado",12,"San Marcos","San Rafael Pie de La Cuesta","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Negro","Vuelco"
816,31,"Marzo","Sabado",21,"San Marcos","Catarina","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Rojo","Colisión"
817,31,"Marzo","Sabado",12,"Huehuetenango","La Democracia_duplicated_1312","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Ignorado","Choque"
818,31,"Marzo","Sabado",19,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","20","20-24","Mayor","Bajo efectos de alcohol","Pick up","Verde","Choque"
819,31,"Marzo","Sabado",2,"Alta Verapaz","Santa Cruz Verapaz","Rural","Ignorado","Hombre","19","15-19","Mayor","Bajo efectos de alcohol","Automovil","Negro","Colisión"
820,31,"Marzo","Sabado",15,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Pick up","Gris","Colisión"
821,31,"Marzo","Sabado",22,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Blanco","Vuelco"
822,31,"Marzo","Sabado",20,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Hombre","42","40-44","Mayor","Bajo efectos de alcohol","camioneta","Blanco","Colisión"
823,1,"Abril","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Negro","Colisión"
824,1,"Abril","Domingo",20,"Guatemala","Guatemala","Urbano","12","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
825,1,"Abril","Domingo",4,"Guatemala","Guatemala","Urbano","11","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
826,1,"Abril","Domingo",7,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
827,1,"Abril","Domingo",1,"Guatemala","Guatemala","Urbano","6","Hombre","48","45-49","Mayor","Ignorado","Pick up","Beige","Colisión"
828,1,"Abril","Domingo",8,"Quetzaltenango","Quetzaltenango","Urbano","Ignorado","Hombre","47","45-49","Mayor","Ignorado","Microbus","Azul","Colisión"
829,1,"Abril","Domingo",5,"Totonicapán","Totonicapán","Urbano","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Microbus","Gris","Colisión"
830,1,"Abril","Domingo",17,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Microbus","Azul","Colisión"
831,1,"Abril","Domingo",7,"Guatemala","Guatemala","Urbano","17","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
832,1,"Abril","Domingo",22,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Pick up","Ignorado","Choque"
833,1,"Abril","Domingo",3,"Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Gris","Choque"
834,1,"Abril","Domingo",6,"Solola","Sololá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Vuelco"
835,2,"Abril","Lunes",2,"Guatemala","Guatemala","Urbano","6","Hombre","45","45-49","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Colisión"
836,2,"Abril","Lunes",1,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
837,2,"Abril","Lunes",22,"Chiquimula","Chiquimula","Urbano","Ignorado","Hombre","18","15-19","Mayor","Ignorado","camioneta","Blanco","Colisión"
838,2,"Abril","Lunes",13,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Bus extraurbano","Beige","Colisión"
839,2,"Abril","Lunes",17,"Escuintla","Palín","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Camion","Blanco","Colisión"
840,2,"Abril","Lunes",17,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Ignorado","Ignorado","Caida"
841,3,"Abril","Martes",6,"Guatemala","Guatemala","Urbano","13","Hombre","33","30-34","Mayor","Ignorado","Automovil","Gris","Choque"
842,3,"Abril","Martes",5,"Guatemala","Guatemala","Urbano","11","Hombre","39","35-39","Mayor","Ignorado","Automovil","Amarillo","Colisión"
843,3,"Abril","Martes",22,"Zacapa","Zacapa","Rural","Ignorado","Hombre","47","45-49","Mayor","Ignorado","Pick up","Rojo","Colisión"
844,3,"Abril","Martes",22,"Escuintla","Escuintla","Urbano","1","Hombre","48","45-49","Mayor","Ignorado","Automovil","Ignorado","Choque"
845,3,"Abril","Martes",23,"Escuintla","Escuintla","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Automovil","Rojo","Vuelco"
846,3,"Abril","Martes",12,"San Marcos","San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Choque"
847,3,"Abril","Martes",19,"Totonicapán","Totonicapán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Colisión"
848,3,"Abril","Martes",18,"Solola","Sololá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Vuelco"
849,4,"Abril","Miercoles",13,"Guatemala","Guatemala","Urbano","18","Hombre","38","35-39","Mayor","Ignorado","Bus urbano","Rojo","Colisión"
850,4,"Abril","Miercoles",12,"Guatemala","Guatemala","Urbano","16","Hombre","42","40-44","Mayor","Ignorado","Automovil","Gris","Colisión"
851,4,"Abril","Miercoles",14,"Guatemala","Guatemala","Urbano","13","Hombre","31","30-34","Mayor","Ignorado","Camion","Blanco","Vuelco"
852,4,"Abril","Miercoles",18,"Guatemala","Guatemala","Urbano","9","Hombre","24","20-24","Mayor","Bajo efectos de alcohol","Automovil","Verde","Colisión"
853,4,"Abril","Miercoles",20,"Guatemala","Guatemala","Urbano","6","Hombre","25","25-29","Mayor","Ignorado","Pick up","Blanco","Colisión"
854,4,"Abril","Miercoles",23,"Guatemala","Guatemala","Urbano","18","Hombre","33","30-34","Mayor","Ignorado","Automovil","Rojo","Colisión"
855,4,"Abril","Miercoles",17,"Guatemala","Guatemala","Urbano","10","Hombre","38","35-39","Mayor","Ignorado","Motocicleta","Negro","Colisión"
856,4,"Abril","Miercoles",17,"Guatemala","Petapa","Urbano","Ignorado","Hombre","59","55 y más","Mayor","Ignorado","Pick up","Blanco","Colisión"
857,4,"Abril","Miercoles",19,"Guatemala","Villa Nueva","Urbano","5","Hombre","44","40-44","Mayor","Ignorado","Automovil","Anaranjado","Colisión"
858,4,"Abril","Miercoles",9,"Izabal","Livingston","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Camion","Morado","Colisión"
859,4,"Abril","Miercoles",20,"Quetzaltenango","Coatepeque","Urbano","2","Hombre","57","55 y más","Mayor","Ignorado","Pick up","Azul","Vuelco"
860,4,"Abril","Miercoles",15,"Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Choque"
861,4,"Abril","Miercoles",5,"Totonicapán","San Cristóbal Totonicapán","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Pick up","Azul","Choque"
862,4,"Abril","Miercoles",20,"Quiché","Chicamán","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Pick up","Morado","Colisión"
863,4,"Abril","Miercoles",15,"Quiché","Pachalum","Urbano","Ignorado","Hombre","29","25-29","Mayor","Normal","Pick up","Verde","Colisión"
864,4,"Abril","Miercoles",15,"El Progreso","Sanarate","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Azul","Colisión"
865,4,"Abril","Miercoles",19,"El Progreso","El Jícaro","Urbano","Ignorado","Hombre","16","15-19","Menor","Ignorado","Pick up","Gris","Choque"
866,4,"Abril","Miercoles",23,"Izabal","Morales","Rural","Ignorado","Mujer","21","20-24","Mayor","Ignorado","Automovil","Negro","Colisión"
867,4,"Abril","Miercoles",11,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","25","25-29","Mayor","Bajo efectos de alcohol","Ignorado","Verde","Choque"
868,4,"Abril","Miercoles",15,"Solola","Sololá","Rural","Ignorado","Hombre","45","45-49","Mayor","Ignorado","Bus extraurbano","Blanco","Choque"
869,4,"Abril","Miercoles",15,"Solola","Nahualá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Blanco","Vuelco"
870,4,"Abril","Miercoles",7,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Bus extraurbano","Azul","Colisión"
871,4,"Abril","Miercoles",23,"Escuintla","Escuintla","Rural","Ignorado","Hombre","22","20-24","Mayor","Bajo efectos de alcohol","Automovil","Negro","Vuelco"
872,4,"Abril","Miercoles",9,"Guatemala","Guatemala","Urbano","12","Hombre","22","20-24","Mayor","Normal","Automovil","Blanco","Vuelco"
873,4,"Abril","Miercoles",22,"Guatemala","Palencia","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Automovil","Verde","Choque"
874,4,"Abril","Miercoles",21,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","53","50-54","Mayor","Ignorado","Automovil","Celeste","Choque"
875,4,"Abril","Miercoles",20,"Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
876,4,"Abril","Miercoles",1,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Vuelco"
877,5,"Abril","Jueves",1,"Guatemala","Guatemala","Urbano","1","Hombre","36","35-39","Mayor","Bajo efectos de alcohol","Automovil","Ignorado","Colisión"
878,5,"Abril","Jueves",8,"Guatemala","Guatemala","Urbano","1","Hombre","26","25-29","Mayor","Ignorado","Pick up","Negro","Colisión"
879,5,"Abril","Jueves",2,"Guatemala","Guatemala","Urbano","9","Hombre","33","30-34","Mayor","Ignorado","Automovil","Azul","Choque"
880,5,"Abril","Jueves",3,"Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Negro","Colisión"
881,5,"Abril","Jueves",6,"Guatemala","San José Pinula","Urbano","Ignorado","Hombre","23","20-24","Mayor","Bajo efectos de alcohol","Automovil","Blanco","Choque"
882,5,"Abril","Jueves",5,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","30","30-34","Mayor","Bajo efectos de alcohol","Automovil","Negro","Choque"
883,5,"Abril","Jueves",0,"Guatemala","Guatemala","Urbano","3","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Colisión"
884,5,"Abril","Jueves",3,"Jalapa","Jalapa","Urbano","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Motocicleta","Negro","Colisión"
885,5,"Abril","Jueves",5,"Chiquimula","San Jacinto","Urbano","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Pick up","Azul","Choque"
886,5,"Abril","Jueves",1,"Escuintla","Escuintla","Urbano","Ignorado","Hombre","23","20-24","Mayor","Ignorado","camioneta","Gris","Colisión"
887,5,"Abril","Jueves",10,"Retalhuleu","Retalhuleu","Urbano","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Automovil","Blanco","Colisión"
888,5,"Abril","Jueves",16,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Pick up","Azul","Colisión"
889,5,"Abril","Jueves",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Pick up","Gris","Choque"
890,5,"Abril","Jueves",12,"Alta Verapaz","San Cristóbal Verapaz","Rural","Ignorado","Hombre","19","15-19","Mayor","Ignorado","Pick up","Amarillo","Choque"
891,5,"Abril","Jueves",0,"Retalhuleu","Retalhuleu","Urbano","4","Hombre","36","35-39","Mayor","Ignorado","Automovil","Blanco","Colisión"
892,6,"Abril","Viernes",19,"Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Ignorado","Colisión"
893,6,"Abril","Viernes",17,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Pick up","Negro","Caida"
894,6,"Abril","Viernes",6,"Guatemala","Mixco","Urbano","1","Hombre","33","30-34","Mayor","Ignorado","Automovil","Azul","Colisión"
895,6,"Abril","Viernes",7,"Escuintla","La Gomera","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Blanco","Caida"
896,7,"Abril","Sabado",21,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Pick up","Blanco","Colisión"
897,7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Pick up","Rojo","Caida"
898,7,"Abril","Sabado",11,"Jalapa","Jalapa","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Pick up","Blanco","Caida"
899,7,"Abril","Sabado",18,"Jalapa","Jalapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Automovil","Azul","Colisión"
900,7,"Abril","Sabado",14,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","25-29","Mayor","Bajo efectos de alcohol","camioneta","Blanco","Colisión"
901,7,"Abril","Sabado",12,"Escuintla","Escuintla","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Rojo","Colisión"
902,7,"Abril","Sabado",4,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
903,7,"Abril","Sabado",23,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
904,7,"Abril","Sabado",7,"Escuintla","Guanagazapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Rojo","Vuelco"
905,7,"Abril","Sabado",18,"Escuintla","La Gomera","Rural","Ignorado","Hombre","13","Menos de 15","Menor","Ignorado","Motocicleta","Ignorado","Vuelco"
906,7,"Abril","Sabado",18,"Santa Rosa","Barberena","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Caida"
907,7,"Abril","Sabado",17,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Mototaxi","Rojo","Colisión"
908,7,"Abril","Sabado",16,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Blanco","Colisión"
909,7,"Abril","Sabado",16,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Pick up","Negro","Vuelco"
910,7,"Abril","Sabado",16,"Quiché","Ixcán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Vuelco"
911,7,"Abril","Sabado",20,"Solola","Sololá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Choque"
912,8,"Abril","Domingo",15,"Guatemala","Guatemala","Urbano","2","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Gris","Colisión"
913,8,"Abril","Domingo",23,"Guatemala","Guatemala","Urbano","5","Hombre","30","30-34","Mayor","Ignorado","Automovil","Blanco","Colisión"
914,8,"Abril","Domingo",0,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","camioneta","Corinto","Colisión"
915,8,"Abril","Domingo",23,"Escuintla","Escuintla","Rural","Ignorado","Mujer","43","40-44","Mayor","Ignorado","Automovil","Corinto","Choque"
916,8,"Abril","Domingo",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Azul","Colisión"
917,8,"Abril","Domingo",15,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","camioneta","Rojo","Colisión"
918,8,"Abril","Domingo",11,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","49","45-49","Mayor","Ignorado","Motocicleta","Amarillo","Colisión"
919,8,"Abril","Domingo",17,"San Marcos","San Marcos","Rural","Ignorado","Hombre","51","50-54","Mayor","Ignorado","Pick up","Rojo","Choque"
920,8,"Abril","Domingo",8,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","camioneta","Corinto","Choque"
